,sentiment,content,polarity
13268,sadness,ego_assassin  We are soooo sorry   We love kitties and know how much they become a part of you,negative
13269,love,yay that was good umm reggie perrin next oh who cares no1s watching bbc1  lol,positive
13270,sadness,trying to straighten my hair but its too effing hot in here also i need food,negative
13271,worry,steve_merchant I agree but teenage daughter will be spending my money on the movie of their concert this week,negative
13272,worry,Shelf from Ikea fell off the wall damage doneabout 7895 worth Or at least thats my estimate,negative
13273,worry,evienyc Aww that sux  Sitatara_x3 Eeek for Airline charges X_X,negative
13274,neutral,FoxxFiles dont 4get Gina Thomas iamdiddy the things u do keep artist running from U shes a corrections officer in Jersey now,neutral
13275,neutral,Ugggh Its so nice out I dont want to be working with backup dancers,neutral
13276,sadness,you know what it is to see people you love most in his country and could not get closer,negative
13277,worry,Need to dye my hair can see a slight hint of ginger,negative
13278,worry,my stomach is bleh,negative
13279,worry,AnKuAlGa  get well soon,negative
13280,worry,Is going to miss seeing everyone all the time,negative
13281,sadness,dont wanna work tonight,negative
13282,sadness,Barg  We posted the GMOD to you for your birthday But you didnt see it,negative
13283,worry,Thats exactly why I prefer to give money and play outside the house Stupid Internet connection always ruining my instances  wow,negative
13284,fun,Maaaaaaaaajor headache Its so gloomy outside  Just gonna lounge today Whoopiiiiii,positive
13285,sadness,Were all a little upset cause Stephanie didnt bring brownies today,negative
13286,worry,xLaau Laura elle sen fou elle dont like the french fans,negative
13287,worry,Every time it rains I see at least 1 ambulance,negative
13288,sadness,Having asthma issues today   BAH,negative
13289,worry,Headache    sad cupcake,negative
13290,surprise,Screen On The Green started yesterdayahhh i missed it,positive
13291,sadness,its friday amp every1 has plans but memy mom is laser tagging w friendshahaMy brother is outmy sister and dad r working mebfalone,negative
13292,sadness,JJaneBB I didnt include that in my getaway music  I fail,negative
13293,neutral,shaunarawrr_x butbutbuttt he replied to you loads,neutral
13294,worry,Its so hard letting her go and seeing her cry,negative
13295,worry,This is not a happy tweet,negative
13296,hate,lunch was depressing All the seinors were balling Really sad,negative
13297,worry,itsthegrape ROFL  Even if I kept insurance and payments under 300 Im still like meh Good thing I applied for a day job pasy 2888mo,negative
13298,happiness,tommcfly wishing i could be in sÃ¯Â¿Âo paulo for the show  but fortunately i went to the brasilia one haha,positive
13299,love,ToplessRobot those arent even the old dollsthey are the new ones that look like sailor moon,positive
13300,neutral,brigwyn work mostly,neutral
13301,worry,ddlovato where are ya headin to for your family vaca i hope the paparazzi leave you alone,negative
13302,worry,Man i cant belive that you did what you did Everything does not look as good as it is,negative
13303,sadness,heidepaneer   We could probably get some  for it on craigs list  List it Ill cry later,negative
13304,worry,watching Jon amp Kate plus 8cant believe theyre divorcing,negative
13305,fun,Last session of the day  httptwitpiccom67ezh,positive
13306,sadness,wojo4hitz marchingstars winkiedinkie erockett89 Now I feel left out  All alone in AZlol,negative
13307,worry,someone take care of me im so sick,negative
13308,sadness,victoriax64 im sorry,negative
13309,neutral,DarrenRuane Hey Its so funny  I stopped to get a coffee on the way in and spilt half of it in the car,neutral
13310,sadness,producing the 6 with PieterBickford then anchoring and a sad goodbye to Miss Lynne Ashminov  we will miss you,negative
13311,worry,Santana  Maria Maria The Wraith   httpblipfm7a10a,negative
13312,sadness,Sulking at home while it rained was poor strategy  Now im watching the sun shine from a desk in the Robarts reference room,negative
13313,happiness,Back from the gym just checkin email Gonna go watch an old movie or something Its a little cool out to sit outside and read,positive
13314,relief,lasherdemon As much as we would love that it is hard to make ends meet up here  with the job situations and all,positive
13315,neutral,jtypeplus Addictive isnt it Biz could definately be better Folks have just slowed down on getting their done,neutral
13316,surprise,can u believe the architect who planned a tarblack promenade in this small town won an international prizeand everyone who walks amp jogs,positive
13317,worry,Sick daddy  send prayer his way,negative
13318,love,Lauras gone for the weekend I miss her already,positive
13319,sadness,Is leaving Utah today  Super Sad Face,negative
13320,surprise,KulpreetSingh Good god no You can fit very few swear words into 140 characters,positive
13321,worry,mleshock Noooo Poor SE,negative
13322,empty,I wish GM stock would turn around at 80 cents a share I would be willing to buy someif I knew it would do something,neutral
13323,sadness,Rip to my lil siss cousins babyfather Jimmy aka GemStar,negative
13324,sadness,shabooty are being douchie lolthats hilarious man i have a headache from the meeting,negative
13325,worry,pinkalici0us argh color me jealous That rain I asked for the other day still hasnt gone away,negative
13326,neutral,noobde  Just read an article that buying IPs doesnt necessary mean to get developement teams  Does that mean   ,neutral
13327,worry,Jay Lenos LAST NIGHTJay you will be missed,negative
13328,anger,People at work are stressing me out,negative
13329,love,25 years here amp left Dell OKC for the last time And being the geeky girl I am I waited to cry until I got in my car  Love you all,positive
13330,neutral,Goin to work,neutral
13331,love,tommcfly cant you write a song without your guitar i thought you could  look for something to do,positive
13332,hate,Sittin through this boring ass conference call Then i get to go home n nap missin AndyR3w alot  ,negative
13333,happiness,Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person,positive
13334,neutral,xsaydax Boo on both counts,neutral
13335,surprise,TODAy SUCKs  kisskass19 Ã¯Â¿Âyou and katey broke up Yah Kate Broke up with me  ItÃ¯Â¿Âs been awful nd Vodkas httptumblrcomxkx1wgl8r,positive
13336,worry,Wheeeeeeeeler  lol awhhk wats da chances holly gets through den,negative
13337,sadness,This week has been so lonely without gossip girl xoxo,negative
13338,hate,waiting gt gg is loading   annoying,negative
13339,worry,Senfaye Me too I found out about it a little late and couldnt afford it,negative
13340,neutral,sleepy and tiredi dont want to go to practice,neutral
13341,happiness,A sweater a sandwich and a hug sound so fantastic right about now,positive
13342,worry,FTSKirstin i know he cant be but idk how long he will be gone what if he forgets me  idk im stupid for worring,negative
13343,sadness,bloodyironist that sucks  But woot for Misha,negative
13344,worry,Its hot  I could turn on the AC but Im trying to be green for as long as I can stand it   Right now Im just a little red and shiny,negative
13345,worry,simplyvannesa heyy i have a sis of 1 year with 5 months and still she don t want to walk,negative
13346,hate,mitchelmusso so cool if only i could call my phone wont let me calll the number,negative
13347,worry,isaacnow didnt know you were on twitter Coming to the show tomorrow Lorraine cant make it,negative
13348,worry,So sad you didnt day Hello to me  Jonasbrothers,negative
13349,sadness,lizzerdrix I hate cottage cheese  I even got some fancy stuff last weekend with lemon and berriesI could only eat half of it,negative
13350,love,alejandro_jg hahaha i dont owe you anything now you owe me a red LOL te amo idiot hahaha te veo ahasta el lunes,positive
13351,neutral,Im in class right now  1 more week of school,neutral
13352,sadness,I have to work tonight  But I get my paycheck,negative
13353,neutral,I tired today I think I am gonna take a nap before our friends come over tonightI miss him and wish he was off restriction already,neutral
13354,worry,tutugirl1345 you could say that I left it in VT and have been Blackberryless since Tuesday Night Im lost,negative
13355,worry,bmoney389 Lmao when I was camping the water in the shower was well water and just smelt nasty,negative
13356,neutral,My apologies for the very impersonal FF Swamped today  All great people and great follows though You cant go wrong with those folks,neutral
13357,sadness,UncleRUSH so unfair i wanted to watch it but up came a message saying quotthis video is not currently available in your countryquot,negative
13358,worry,awww ive lost a follower i fail,negative
13359,sadness,in science class right now urgh stupid project dont wanna go to track after school too tired  lol,negative
13360,surprise,tommcfly i cant believe that you guys are gonna stay just one day here in Rio de Janeiro again,positive
13361,neutral,Maybe I should go see the other 4 movies as matinees this week I dont go in until 4pm as its my night shift week coming up,neutral
13362,sadness,tommcfly i hate feeling like this,negative
13363,neutral,James_Young Iv Only Got Two Twitters On Here ,neutral
13364,sadness,Aonir awww dont be sad  well download a copy for you,negative
13365,hate,good 1km visible shot of TD one shows total decoupling of the low and mid level centersthis system is DEAD Waiting for the next one,negative
13366,neutral,GogDog I had sent you an email,neutral
13367,sadness,photogjack Yeah the prices on the used market for Hasselblad are not even close to the way they used to hold their value Its a shame,negative
13368,worry,JessikaSay awwwh  im sorry  i hope you fell better  watch a film ,negative
13369,sadness,megs775 Im sorry Megan    Im sure he will find something quick,negative
13370,worry,Ohhhhh Barcalona Please dont ruin this  bgt,negative
13371,worry,improperhostess what  where are u guys going,negative
13372,sadness,My daddy left to go back home to Texas  i will c him hopefully n the next two months,negative
13373,worry,EmeraldAshlee yea he said brookes gonna come over to record today  CHANiCEDEVONNE,negative
13374,love,wamarineangel awwwwww  hugs,positive
13375,sadness,Gained 3lbs wish I could afford something other than top ramen If only I had a job,negative
13376,worry,my monitor wont turn on This can only be the work of my mother,negative
13377,worry,gingeebee  sounds horrid sending you one of buddythepugs special pughugs look after yourself lots of cuddles and treats,negative
13378,neutral,Prophet1958 Hey its that old writing avoidance  Write 1 continuous flow non stop 4 10 minstrick I use 2 loosen up gremlins,neutral
13379,worry,LimeIce  I dint dump anyone Its always me who gets dumped and blamed Thats why I dont believe in relationships twpp,negative
13380,relief,ashleytisdale you were great just awesome i was crying cuz i wanted to be there so bad,positive
13381,worry,BrandyWandLover wont be able to manage 3 nights babe have lil ones depending on me here  xxx,negative
13382,neutral,Hoping everyone is safe frm the purge that is supposedly happening at work right now,neutral
13383,sadness,gotta buy the second season of  ghost whisperer now but noo moneyy,negative
13384,worry,BGT  ooooh tooo weird for me,negative
13385,surprise,just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time smh,positive
13386,love,tommcfly aww bless  haha your cute Tom,positive
13387,happiness,Last Late Late with Pat Kenny Bless,positive
13388,worry,Why are tea pitcher things so hard to find  I havent seen any here and Ive only found this httptinyccvynk5 online  Ugly,negative
13389,sadness,TehBlue I dont know how they interact Im getting better with the pain though I want to give my poor liver a break,negative
13390,worry,Burned my pinky  great way to start my weekend thats gonna suck anyway,negative
13391,surprise,RedCrossPDX No blood drives in my area  Ill keep looking,positive
13392,worry,I try soo hard toget what I want amp I always end up having a goose egg,negative
13393,sadness,Getting one of the lil GEMs ears REpierced after work today definitely dreading it,negative
13394,love,TwitMUGSHOT Im like so upset with you haha you never told me the 411,positive
13395,enthusiasm,ItS fRiDaY I cAnT wAiT tO bE dOnE wItH wOrK Stuck here till 11,positive
13396,hate,Its car crash tv at its worst,negative
13397,sadness,Maybe I was wrong this week could have stayed good but it didnt,negative
13398,worry,morlhon  thats bad as it affects all the languages that run on the JVM Too bad,negative
13399,worry,At tweetup loc but dont recognize anyone  am outside in turquoise shirt Please see me g4c09,negative
13400,worry,just got homeI was  work to get the key 4 tomorrows douple shift,negative
13401,love,ArchisM kaushal Im here Im here But twpp is oficially over guys,positive
13402,worry,gronumbulator yeah just realized what the whole notification thing was Thought it was them notifying me not me spamming my followers,negative
13403,neutral,httptwitpiccom67f8o  Making the treck from lafayette to batonrouge solo,neutral
13404,sadness,httptwitpiccom67f8q  This is making me sad,negative
13405,worry,Ohhh me i am rather bored How can a friday night be soo boring,negative
13406,neutral,Oh dear  bgt,neutral
13407,sadness,Im bummed that the retrorewind contest is only for the 48 states   What about Hawaii,negative
13408,happiness,joshuawoodard happy birthday man my ride to the wedding  ill see you guys soon though you play here JULY 27th,positive
13409,neutral,bgt Cant watch anymore,neutral
13410,worry,cramps r eew  shall hug a soft toy to my tummy n zzz the pain away,negative
13411,sadness,FreyaLynn lol seriously  fail sigh,negative
13412,sadness,TraceeEllisRoss no not at all I MISS GIRLFRIENDS  i have all the seasons,negative
13413,love,BrandFancier bitter  why hug xx,positive
13414,happiness,leighannirvine Thanks hun Im wearing my new goldmine es and big false lashes but it doesnt show,positive
13415,love,is having the last supper with his little angel,positive
13416,happiness,purelynarcotic Ohh twpp is falling silent  I was waiting to track ur US version Next time maybe Btw sunny california sounds good,positive
13417,sadness,Sucky day so far hope it gets better,negative
13418,neutral,Gonna go round up some DVDs to sell  I will miss them but I need money,neutral
13419,surprise,everyone has left me,positive
13420,neutral,Traffic is down to a crawl on I94 right now,neutral
13421,love,kirash4 Familyfriend Its good for the industry i plan on going intoFar FAR away from Ohio  I hate it here,positive
13422,sadness,tromboneforhire No Zune HD at E3  This means no games on the Zune HD like I dreamed,negative
13423,enthusiasm,ERRG I cant believe that i am not working at all next week i think its time to move on from Chick fil A,positive
13424,worry,Too much food at todays company gill out want to go home and lay in the sun Instead here until dark probably,negative
13425,sadness,Home from marble falls back to reality,negative
13426,worry,httptwitpiccom67fcj  what i have to resort to wearing today cause i havent finished my laundry lol,negative
13427,neutral,lizzieIsCool meh i feel fine now it was crazy 10 minute sickness session but now im hungry again,neutral
13428,love,Omg Hollie Steel in BGT I felt for her so much  Its not easy singing in front of so many people,positive
13429,neutral,Not to mention hw fat ima get frm wrk n here,neutral
13430,neutral,mckenzie15 yeah we get out june 4th  blahhh yet another reason the south is better,neutral
13431,worry,ohayemily you okay bby,negative
13432,worry,DaveDinsmore miss u guysterribly no Todd yet    he is a busy boy  maybe tomorrow night,negative
13433,worry,ausaudriel Well I asked you a few days ago and you said money was the only thing holding you back Saturday or something,negative
13434,worry,Puertorok57 ndito  I messed up your name sorry hon ,negative
13435,neutral,chrisettefan yep gotta go  man ill ttyl    eventually    sometime    in the future    hopefully    soon   ,neutral
13436,love,unahealy i want to see you on tour,positive
13437,worry,Ughjust starting another 2 hours of behind the wheel for drivers ed,negative
13438,happiness,Meeting went well last nightThey shot promo to air this weekend on MTV i tried to hide but I was too close I think they caught me,positive
13439,anger,FafsaHelp i dont know what lender it was yea these people definitely sucked butt toes NOT friendly or helpful,negative
13440,neutral,fishcraik Yes its a common thing Dont you remember I promised you and Nic i wouldnt stress online  Clearly not kept,neutral
13441,worry,DeliverImHungry You are right  If you ordered a static IP it should have been set up  I apologize if it was not,negative
13442,worry,Having a boohoo day Things just suck today,negative
13443,worry,Hes shybut its cute ily but you dont see it or know it lt3,negative
13444,worry,ashleytisdale cool that you liked germany and the awards i saw you on TV cause i couldnt come to the comet and see you live  xoxo,negative
13445,hate,gawww why is facebook being so slow,negative
13446,sadness,im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,negative
13447,neutral,comedy_dave meany,neutral
13448,fun,NTKilpatrick nope  but the T1i looks super sweet,positive
13449,worry,Im terrified about the surgery next week,negative
13450,happiness,curled up on the couch like a question mark mind like jello ah tis such a joy to be a woman,positive
13451,sadness,Crizzoid I cant stand summer fever for me and when the weather gets really humid  lol,negative
13452,worry,GettingFreedom AmysFinerThings We dont feel too comfortable using it Its not awful but pretty icky  Scurrying to find a deal,negative
13453,worry,I dont think that im feeling too well all the sudden im tired but scared to fall asleep cuz I know I will wake up sick,negative
13454,love,VFavors awww mannnn  shoot I wish I could make it to your flight Ill take vegastrust,positive
13455,love,oh greg  i want to hug you,positive
13456,sadness,And why do they think quothow much they want itquot is a factor I really want to be 19 and fit again but thats just not going to happen,negative
13457,enthusiasm,Katie_0407 all over the place it was  boo dual voice challenge was too challenging,positive
13458,fun,chloestraw  I want to go to the pub Boooo,positive
13459,worry,Answering detailed questions via Twitter can be very difficult Its a challange to get everything in to less than 140 charactres,negative
13460,sadness,millionfagmarch ah I misunderstood your message but really dislike the F word in the url   good luck with the march,negative
13461,neutral,scooterwastaken i think i have mine in hangers in the closet,neutral
13462,sadness,Apparently its 21 degrees in Kilkenny now And some comedy would be a great remedy to my boredom Why the hell did I leave Kilkenny,negative
13463,worry,MATTHARDYBRAND What is everyone saying about the supposed nude pics of Matt Striker Hope he doesnt get in trouble,negative
13464,sadness,So much for having a fun day off at the Brewer game at home sick,negative
13465,worry,Skedaddles that is very true,negative
13466,worry,Watching Jeremy assemble jrs new radio flyer bike  Jr is sick with 100 degree fever  taking a nap  This will cheer him up though,negative
13467,hate,I made this huge revelation as I was doing the dishes that everyone left for me and now I totally forgot it I hate when that happens,negative
13468,worry,graduation next sunday im going to miss my class,negative
13469,love,JessicaHarker  I miss you too,positive
13470,fun,on youtube watching taylor on the today show wish i was there ,positive
13471,neutral,TwentyFour  what I said    Ill have to think about it and try again,neutral
13472,worry,tinyraisins Im in so deep its disgusting I would even take a LITTLE help BUt alas i sense it will never happen   ,negative
13473,fun,ShawnDotB me to mi sausage,positive
13474,relief,shelleyellie Aw thanks Slowly getting over it  Yep he tweaked his knee late in the third Basically stood still for the last 2 games,positive
13475,worry,had to pause tv now im 10 minutes behind on BGT,negative
13476,neutral,ROFL okay I dont know but Kristin still isnt here,neutral
13477,neutral,tayezzy public bathrooms,neutral
13478,worry,I miss digital_dragon and motoash  I wish theyd talk to me more often,negative
13479,surprise,Killed a pigeon today  Thought it was going to move out the way of the car next thing I know BANG feathers in the rear view mirror RIP,positive
13480,fun,Out with the guys playing 10 pin amp doing Mexican Great combo My bowling was not so good though  I blame it on my previous broken arm,positive
13481,worry,jeremycowart I love polaroid  such a shame they dont make the film for it anymore,negative
13482,sadness,being LAME and not in deland with his favorite people,negative
13483,fun,off to Sacto to take babies to kennel,positive
13484,neutral,cameronmoll none of the above there is no none of the above option,neutral
13485,worry,I quite fancy Gregg on bgt Singing wasnt as good as his audition though sadly,negative
13486,surprise,KattPackAllDay i did dat 1 time amp my boss text me saying quottweet me n my office after dis tweeting is ovaquot i havent dun it since,positive
13487,love,johnpapa 430 on a Friday and youve already got out the fine china I want I want I want in on it  still at work,positive
13488,worry,Willie_Day26 awww man its nott,negative
13489,sadness,Poor little MBA is on fire again,negative
13490,sadness,mrskutcher sorry Demi just read post that you can attend BGT Im sure your support for SB has helped tho  a world without paps PLZZ,negative
13491,worry,Headache,negative
13492,neutral,ThadMcCotter U were great as always But cant we do an east Germany on noko Or at least provoke them amp then go in 4 the kill,neutral
13493,empty,Another lonely night,neutral
13494,neutral,equaliser You can create GPX files from gmapspedometerits a 3rd party linkI had errors with chrome amp ie7 so far,neutral
13495,sadness,ddlovato or with other food like i cant put penutt butter in my bread it always broke my bread  y need to tosted TOO MUCH NOW,negative
13496,sadness,Demi is a super girl but she dont like the french fans,negative
13497,sadness,Staying after school today,negative
13498,worry,chelseytx I dont have the app that does it,negative
13499,worry,Oh no Its raining on our Sea World parade  httpyfrogcom0wvnpj,negative
13500,neutral,oooh sunshine A patch of sunshine And it will be gone by the time I leave work and replaced with rain  vent,neutral
13501,worry,shanedawson YOU SHOULD TOUR lol I live all the way out in Tennessee P jk How would you do that,negative
13502,worry,is very angrrry my FB account just got deleted WTF all my poems I have ever written are on there,negative
13503,sadness,wish i was camping at loch lomond right now  stupid work what film should i watch,negative
13504,surprise,dammit  I need new cupcake tins,positive
13505,sadness,lol exams i didnt go to mcast or other school i finished form 5 and thats it soo disappointed in myself,negative
13506,neutral,MikeGrace Yeah we actually went in the room they were at I just didnt look under the counter where they were,neutral
13507,sadness, lunch is no fun when you have nothing to eat,negative
13508,sadness,dorkybarb There are currently 0 penguins at the MN zoo  but we can go sometime soon,negative
13509,surprise,Oh noes  macbook hard disk has just died,positive
13510,worry,my cat just fell off my bed lmfao bless her she got a fright  xx,negative
13511,love,wow i love how we have no headache medicine in this house,positive
13512,neutral,the kids are going to see up without me,neutral
13513,neutral,thinks someone may have keyed her car  Big scratches on the hood,neutral
13514,worry,One of our favorite homebuilders declared bankruptcy McStain homes out of Louisville is closing down httpbitlyc9iJr,negative
13515,worry,lizzerdrix The stuff I got was precariously close to ricotta cheese It didnt help,negative
13516,worry,i feel like im quarantined everywhere i go pinkeye go away already,negative
13517,neutral,It does Lol but i have none,neutral
13518,enthusiasm,TheNest I wish the photos on your site were bigger,positive
13519,surprise,Boooo Animal collective is already sold out  Guess Ill be missing that show,positive
13520,neutral,compassandcoin you are not alone,neutral
13521,sadness,saytri lol exams i didnt go to mcast or other school i finished form 5 and thats it soo disappointed in myself,negative
13522,sadness,gi_ri_ja  it sucks doesnt it,negative
13523,worry,MissBernardo ill do whatev but i dont have anything to wear,negative
13524,worry,Have slept all afternoon and evening after getting back from NYC Now feel bright as a button Probably a bad move,negative
13525,worry,jingruz you can have the sun too It all sucks especially for my pale whiteman skin  mfnbpwnz I cant stop sneezing and I blame you,negative
13526,neutral,Finishing up my last Friday at Olive Crest,neutral
13527,happiness,Just got done working outrelaxing than off to work,positive
13528,neutral,paulmjohnston Oh I know For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,neutral
13529,worry,Extremely busy weekend So much work to do  Cant wait for Summer,negative
13530,neutral,kimmyownsyou bkmaarten They dont do car audio,neutral
13531,neutral,I want an iPhone lt33333,neutral
13532,enthusiasm,maybe going to the movies later ik gay,positive
13533,sadness,Baby just left  gonna get ready again and Im leavin  Chilis  Full _,negative
13534,sadness,Sadly the time has come to put my mom in a home,negative
13535,enthusiasm,lfatzinger the following week would be better  Ill be gone next week,positive
13536,neutral,arrg  ive been trying to upload my picturedarn thing wont let me,neutral
13537,worry,Oh great  I think Im getting sick,negative
13538,worry,No clairabellejp tonight skc0602,negative
13539,sadness,KellyOlexa my monday starts on friday  but  least I only work 4 days a week long days,negative
13540,neutral,sanazj I dunno I have tried it in various forms and nothing cant really like it  my dislike of cheese is an enigma to me,neutral
13541,sadness,NightRPStar I dont think so We just hired someone for that,negative
13542,sadness,MelanieRicheson  I used to have NKOTB sleeping bag too  I dont know where it is now,negative
13543,worry,Poor balcony sealer guy Stuck in the rain   httpmypictme20Oh,negative
13544,worry,PoyntlasLove it was  i dont think i can look at her now without feeling heartbroken lmao x,negative
13545,happiness,HoptonHouseBnB Sorry not meaning to complain feeling rough and heat getting to me again tonight  Would love to be visiting India though,positive
13546,sadness,no class the next two daysbut work  everyday from today til next wednesday  so sad,negative
13547,neutral,Look at how far away Ive gone locked away in a room trying to work in silence and yet constant quoturgentquot emails and IMs persist,neutral
13548,neutral,eincline thats me right now all I can do is stare at everyone else working on thier laptops,neutral
13549,worry,Mangowe Youre welcome I am off for some merry noddingtons myself soon Its not even dark,negative
13550,worry,we dropped the baton in the 4x1  so now im getting ready for the open 400 wish me luck,negative
13551,worry,no boby will not talk 2 me,negative
13552,surprise,xoxobb11 you got it all done even the labs thats all i have left to do and i cant figure it out FML,positive
13553,sadness,lovekelsey shes not coming to detroit  only grand rapids in october,negative
13554,sadness,socha4e Me too I know  I miss all the excitement lol,negative
13555,worry,WESH  That is really sad,negative
13556,neutral,just when i get the music to start playingi clicked quothomequot,neutral
13557,neutral,Raining again,neutral
13558,sadness,httpbitlyGQdbD  one of the saddest songs Ive ever heard,negative
13559,worry,Or maybe its just us ,negative
13560,happiness,mileycyrus it wouldnt let me vote yesterday  but i made up for it today i really hope u win cause everyone knows u deserve it D,positive
13561,anger,Wish my headachealmost migraine would go away,negative
13562,sadness,wish it wasnt raining,negative
13563,neutral,Going to settle down and watch Sisterhood Of The Traveling Pants 2 Just had a two Mars Bars  but YUM,neutral
13564,worry,ChewwyUwe httptwitpiccom66st1  please let me freee I cant watch you masturbate for much loongerrr,negative
13565,relief,Hey my twitter friends tho very few,positive
13566,sadness,httptwitpiccom67fue  My formerly pretty car,negative
13567,sadness, it hurts me that my sister has so much potential and she isnt using any of it  what a waste of Godgiven talent,negative
13568,surprise,o wow tia the clip was only 14 seconds,positive
13569,happiness,hahahahaha lets tweet I have two hours  and I need a,positive
13570,fun,Leaving LA  but had so much fun,positive
13571,sadness,back to Salvador Wish I was in Sao Paulo to see the second concert,negative
13572,empty,Ugh Waiting for a visitors pass to get on post  taking FOREVER,neutral
13573,neutral,mikeconaty i know the feeling,neutral
13574,worry,mayankdhingra yeah i guess my password was also changed i was not able to login my FB  cahnge my pw again ufff,negative
13575,sadness,Draining my iPhone battery in half a day without making a single call sucks Its only 9 months old Huge FAIL on Apples part,negative
13576,worry,Too busy at work today to trash the cubes of vacationing team members,negative
13577,worry,Im hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her  how much longer will the party go on,negative
13578,empty,reaaaallly bored,neutral
13579,relief,Finally get to lay down for a bit i have a major headache,positive
13580,sadness,Lakers Stu Lantz is awesome I miss Chick Hearn tho,negative
13581,neutral,epicturtle i hope they can figure it out,neutral
13582,worry,I hate Windows  I miss my lovely Ubuntu   Im such a nerd haha,negative
13583,relief,Molltini ok lol i miss you too i hope your cramps get better i know how painful they can be,positive
13584,relief,Awwwwwwww man my baby dried up,positive
13585,worry, Another friday night cancel  probably movies with just Ashley,negative
13586,worry,This heartburn may be the death of me,negative
13587,sadness,Samm_xx awww that sucks,negative
13588,sadness,mitchelmusso Im sad i cant go it makes me sad,negative
13589,sadness,So sad they discontinued my sesame tofu salad at trader joes,negative
13590,worry,ego_assassin slinka sucks about your cat hope you guys feel better,negative
13591,love,buckhollywood aw it was so sad  shes too cute,positive
13592,happiness,Eww its gross here amp a lady keeps looking at me weird  ha ha but another smiled amp asked me if i was in their companyme in the army LOL,positive
13593,sadness,Gonna miss you Nanna amp Bampa She going to the lake disdrict   Omg  got disney channel Miss you baby matt  Love you x Will do mitchel,negative
13594,worry,Sickand no its not the swine flu atleast I hope not,negative
13595,sadness,too cold to take the boat out tonight   might go out anyway but danvan isnt in operation either BUMMER,negative
13596,happiness,itsjakey I love it when you call me chica,positive
13597,worry,neoknits  Thats got to be hard My parents have been apart most of their marriage  For 6 months this year t ampI will be 10K mi apart,negative
13598,worry,Ugh I have a migrane,negative
13599,surprise,oh dear they selected the worst bit for highlight for soprano guy,positive
13600,neutral,I get the feeling kris0614 is going to make me wait until I get home to tell me Im denied vittles from BWW,neutral
13601,neutral,moonfrye My plans for the weekend include working on a paper and driving my guy 2 the airport Wont see him for 3 wks,neutral
13602,worry,Whaaaat a strong rain just came over us here in Santa Clara I wish I could sleep but I got to attend to an important meeting,negative
13603,empty,Sooo the Childrens Museum was closed for a fund raiser when we got there  annoying,neutral
13604,sadness,Aonir Im trying to convince janeylicious to wait a bit to see Up as well She doesnt want to see it with me,negative
13605,sadness,TheRankinFiles to be fair she was asking about mktg cds etc but I suggested more and she never even emailed back,negative
13606,neutral,foilplay un cross them pleaseI was planning on buying a lambo this summer next stop pitsvillle babypeople carrier,neutral
13607,worry,My Head Feels Like Its Going To Explode,negative
13608,happiness,sneadles What a great picture  We won tons of money that day         ,positive
13609,love,am bored out of my skull  i have got to get a job  this SUCKS  i need entertainment grumbles,positive
13610,worry,Sunburnt  Gutted Hope its faded by tmw,negative
13611,sadness,davidismyangel is enough time if i get into VIP but i know that doesnt make up for it  at least theyll have each other,negative
13612,sadness,You cant even gift money away these days  re httpffim3lqUx,negative
13613,sadness,AnhHoang  Sorry you posted the vid again but it wont load for me,negative
13614,worry,I cant go out when my heart is home sick  even if it is my bday family health comes 1st,negative
13615,happiness,Ready to celebrate the weekend oh wait I have 15 more minutes,positive
13616,worry,agentrickard Oh no,negative
13617,worry,Need to get an adjustment neck is all out of whack,negative
13618,sadness,Agarcia1097 y r u so defensive on the bus Being mean to me you make me sad,negative
13619,worry,Kyle_B_Judah i am too old for Vegas,negative
13620,relief,poor me JUST going to nap,positive
13621,fun,shipperz Im alivelol ooooo  youre not here,positive
13622,neutral,Ashleys4 me too,neutral
13623,worry,am sitting in the library with eyes half closed cause havent slept in a while coz of exams,negative
13624,worry,cant find her favorite Nike shorts,negative
13625,worry,Why is it hot in herrrre all of a sudden,negative
13626,love,meldeschene arnold california  aka the best place everwish you could come with,positive
13627,sadness,I want to go swimming,negative
13628,worry,ursusfidelis sry about tweeting so much,negative
13629,hate,My niece had elearning yesterday She used my computer I had like 23 hours of sleep only I was cranky and I behaved like an ass,negative
13630,surprise,TwiSuperfan what OMG I cant view this on my iPhone,positive
13631,sadness,the_law_rence amp SimplySarah19 WHY my head feels like the surface of the sun  underneath a beaver pelt,negative
13632,neutral,Cakez01 YA I JUST GOT A TWITT FROM SOMEBODY SAYIN IT LOOKS LIKE ITS GONNA RAIN OUT HERE ON THE WEST COASTI AINT BEEN OUTSIDE YET,neutral
13633,sadness,Mi corazonsito tiene frio this weather sucks,negative
13634,worry,But anywho I just got in and out of the pool within like 30 minutes because its about to start storming,negative
13635,worry,PinkyNKOTB Oh Ive got that one amp the stp x step one on VHS Tried connecting our video to harddrive to copy to DVD but didnt work,negative
13636,neutral,Guuss last game 2moz,neutral
13637,worry,put a pot of eggs on the stove to boiland forgot about themthen remembered them 45 min later wonder if theyll still b good,negative
13638,sadness,bad mood and i dont feel good too bad no one cares,negative
